cidade,uf,cep
'Bom Retiro do Sul','RS','95870-000'
'Boqueirão do Leão','RS','95920-000'
'Bossoroca','RS','97850-000'
'Braga','RS','98560-000'
'Brochier','RS','95790-000'
'Butiá','RS','96750-000'
'Caçapava do Sul','RS','96570-000'
'Cacequi','RS','97450-000'
'Cachoeira do Sul','RS','4303004'
'Cachoeirinha','RS','4303103'
'Cacique Doble','RS','99860-000'
'Caibaté','RS','97930-000'
'Caiçara','RS','98440-000'
'Camaquã','RS','96180-000'
'Camargo','RS','99165-000'
'Cambará do Sul','RS','95480-000'
'Campestre da Serra','RS','95255-000'
'Campina das Missões','RS','98975-000'
'Campinas do Sul','RS','99660-000'
'Campo Bom','RS','93700-000'
'Campo Novo','RS','98570-000'
'Campos Borges','RS','99435-000'
'Candelária','RS','96930-000'
'Cândido Godói','RS','98970-000'
'Candiota','RS','96495-000'
'Canela','RS','95680-000'
'Canguçu','RS','96600-000'
'Canoas','RS','4304606'
'Canudos do Vale','RS','95933-000'
'Capão Bonito do Sul','RS','95308-000'
'Capão da Canoa','RS','95555-000'
'Capão do Cipó','RS','97753-000'
'Capão do Leão','RS','96160-000'
'Capela de Santana','RS','95745-000'
'Capitão','RS','95935-000'
'Capivari do Sul','RS','95552-000'
'Caraá','RS','95515-000'
'Carazinho','RS','99500-000'
'Carlos Barbosa','RS','95185-000'
'Carlos Gomes','RS','99825-000'
'Casca','RS','99260-000'
'Caseiros','RS','95315-000'
'Catuípe','RS','98770-000'
'Caxias do Sul','RS','4305108'
'Centenário','RS','99838-000'
'Cerrito','RS','96395-000'
'Cerro Branco','RS','96535-000'
'Cerro Grande','RS','98340-000'
'Cerro Grande do Sul','RS','96770-000'
'Cerro Largo','RS','97900-000'
'Chapada','RS','99530-000'
'Charqueadas','RS','96745-000'
'Charrua','RS','99960-000'
'Chiapetta','RS','98760-000'
'Chuí','RS','96255-000'
'Chuvisca','RS','96193-000'
'Cidreira','RS','95595-000'
'Ciríaco','RS','99970-000'
'Colinas','RS','95895-000'
'Colorado','RS','99460-000'
'Condor','RS','98290-000'
'Constantina','RS','99680-000'
'Coqueiro Baixo','RS','95955-000'
'Coqueiros do Sul','RS','99528-000'
'Coronel Barros','RS','98735-000'
'Coronel Bicaco','RS','98580-000'
'Coronel Pilar','RS','95726-000'
'Cotiporã','RS','95335-000'
'Coxilha','RS','99145-000'
'Crissiumal','RS','98640-000'
'Cristal','RS','96195-000'
'Cristal do Sul','RS','98368-000'
'Cruz Alta','RS','4306106'
'Cruzaltense','RS','99665-000'
'Cruzeiro do Sul','RS','95930-000'
'David Canabarro','RS','99980-000'
'Derrubadas','RS','98528-000'
'Dezesseis de Novembro','RS','97845-000'
'Dilermando de Aguiar','RS','97180-000'
'Dois Irmãos','RS','93950-000'
'Dois Irmãos das Missões','RS','98385-000'
'Dois Lajeados','RS','99220-000'
'São José do Sul','RS','95748-000'
'Dom Feliciano','RS','96190-000'
'Dom Pedrito','RS','96450-000'
'Dom Pedro de Alcântara','RS','95568-000'
'Dona Francisca','RS','97280-000'
'Bozano','RS','98733-000'
'Doutor Maurício Cardoso','RS','98925-000'
'Doutor Ricardo','RS','95967-000'
'Eldorado do Sul','RS','92990-000'
'Encantado','RS','95960-000'
'Encruzilhada do Sul','RS','96610-000'
'Engenho Velho','RS','99698-000'
'Entre Rios do Sul','RS','99645-000'
'Erebango','RS','99920-000'
'Erechim','RS','99700-000'
'Ernestina','RS','99140-000'
'Erval Grande','RS','99750-000'
'Erval Seco','RS','98390-000'
'Esmeralda','RS','95380-000'
'Esperança do Sul','RS','98635-000'
'Espumoso','RS','99400-000'
'Estação','RS','99930-000'
'Estância Velha','RS','93600-000'
'Esteio','RS','4307708'
'Estrela','RS','95880-000'
'Estrela Velha','RS','96990-000'
'Eugênio de Castro','RS','98860-000'
'Fagundes Varela','RS','95333-000'
'Farroupilha','RS','95180-000'
'Faxinal do Soturno','RS','97220-000'
'Faxinalzinho','RS','99655-000'
'Fazenda Vilanova','RS','95875-000'
'Feliz','RS','95770-000'
'Flores da Cunha','RS','95270-000'
'Floriano Peixoto','RS','99910-000'
'Fontoura Xavier','RS','99370-000'
'Formigueiro','RS','97210-000'
'Forquetinha','RS','95937-000'
'Fortaleza dos Valos','RS','98125-000'
'Frederico Westphalen','RS','98400-000'
'Garibaldi','RS','95720-000'
'Garruchos','RS','97690-000'
'Gaurama','RS','99830-000'
'General Câmara','RS','95820-000'
'Gentil','RS','99160-000'
'Getúlio Vargas','RS','99900-000'
'Giruá','RS','98870-000'
'Glorinha','RS','94380-000'
'Gramado','RS','95670-000'
'Gramado dos Loureiros','RS','99605-000'
'Gramado Xavier','RS','96875-000'
'Gravataí','RS','4309209'
'Guabiju','RS','95355-000'
'Guaíba','RS','92500-000'
'Guaporé','RS','99200-000'
'Guarani das Missões','RS','97950-000'
'Harmonia','RS','95785-000'
'Herval','RS','96310-000'
'Herveiras','RS','96888-000'
'Horizontina','RS','98920-000'
'Hulha Negra','RS','96460-000'
'Humaitá','RS','98670-000'
'Ibarama','RS','96925-000'
'Ibiaçá','RS','99940-000'
'Ibiraiaras','RS','95305-000'
'Ibirapuitã','RS','99320-000'
'Ibirubá','RS','98200-000'
'Igrejinha','RS','95650-000'
'Ijuí','RS','98700-000'
'Ilópolis','RS','95990-000'
'Imbé','RS','95625-000'
'Imigrante','RS','95885-000'
'Independência','RS','98915-000'
'Inhacorá','RS','98765-000'
'Ipê','RS','95240-000'
'Ipiranga do Sul','RS','99925-000'
'Iraí','RS','98460-000'
'Itaara','RS','97185-000'
'Itacurubi','RS','97685-000'
'Itapuca','RS','95997-000'
'Itaqui','RS','97650-000'
'Itati','RS','95538-000'
'Itatiba do Sul','RS','99760-000'
'Ivorá','RS','98160-000'
'Ivoti','RS','93900-000'
'Jaboticaba','RS','98350-000'
'Jacuizinho','RS','99457-000'
'Jacutinga','RS','99730-000'
'Jaguarão','RS','96300-000'
'Jaguari','RS','97760-000'
'Jaquirana','RS','95420-000'
'Jari','RS','98175-000'
'Jóia','RS','98180-000'
'Júlio de Castilhos','RS','98130-000'
'Lagoa Bonita do Sul','RS','96920-000'
'Lagoa dos Três Cantos','RS','99495-000'
'Lagoa Vermelha','RS','95300-000'
'Lagoão','RS','99340-000'
'Lajeado','RS','95900-000'
'Lajeado do Bugre','RS','98320-000'
'Lavras do Sul','RS','97390-000'
'Liberato Salzano','RS','99690-000'
'Lindolfo Collor','RS','93940-000'
'Linha Nova','RS','95768-000'
'Maçambará','RS','97645-000'
'Machadinho','RS','99880-000'
'Mampituba','RS','95572-000'
'Manoel Viana','RS','97640-000'
'Maquiné','RS','95530-000'
'Maratá','RS','95793-000'
'Marau','RS','99150-000'
'Marcelino Ramos','RS','99800-000'
'Mariana Pimentel','RS','92900-000'
'Mariano Moro','RS','99790-000'
'Marques de Souza','RS','95923-000'
'Mata','RS','97410-000'
'Mato Castelhano','RS','99180-000'
'Mato Leitão','RS','95835-000'
'Mato Queimado','RS','97935-000'
'Maximiliano de Almeida','RS','99890-000'
'Minas do Leão','RS','96755-000'
'Miraguaí','RS','98540-000'
'Montauri','RS','99255-000'
'Monte Alegre dos Campos','RS','95236-000'
'Monte Belo do Sul','RS','95718-000'
'Montenegro','RS','95780-000'
'Mormaço','RS','99315-000'
'Morrinhos do Sul','RS','95577-000'
'Morro Redondo','RS','96150-000'
'Morro Reuter','RS','93990-000'
'Mostardas','RS','96270-000'
'Muçum','RS','95970-000'
'Muitos Capões','RS','95230-000'
'Muliterno','RS','99990-000'
'Nicolau Vergueiro','RS','99175-000'
'Nonoai','RS','99600-000'
'Nova Alvorada','RS','95985-000'
'Nova Araçá','RS','95350-000'
'Nova Bassano','RS','95340-000'
'Nova Boa Vista','RS','99580-000'
'Nova Bréscia','RS','95950-000'
'Nova Candelária','RS','98919-000'
'Nova Esperança do Sul','RS','97770-000'
'Nova Hartz','RS','93890-000'
'Nova Pádua','RS','95275-000'
'Nova Palma','RS','97250-000'
'Nova Petrópolis','RS','95150-000'
'Nova Prata','RS','95320-000'
'Nova Ramada','RS','98758-000'
'Nova Roma do Sul','RS','95260-000'
'Nova Santa Rita','RS','92480-000'
'Novo Barreiro','RS','98338-000'
'Novo Cabrais','RS','96545-000'
'Novo Hamburgo','RS','4313409'
'Novo Machado','RS','98955-000'
'Novo Tiradentes','RS','98370-000'
'Osório','RS','95520-000'
'Paim Filho','RS','99850-000'
'Palmares do Sul','RS','95540-000'
'Palmeira das Missões','RS','98300-000'
'Palmitinho','RS','98430-000'
'Panambi','RS','98280-000'
'Pantano Grande','RS','96690-000'
'Paraí','RS','95360-000'
'Paraíso do Sul','RS','96530-000'
'Pareci Novo','RS','95783-000'
'Parobé','RS','95630-000'
'Passa Sete','RS','96908-000'
'Passo do Sobrado','RS','96685-000'
'Passo Fundo','RS','4314100'
'Paulo Bento','RS','99718-000'
'Paverama','RS','95865-000'
'Pedras Altas','RS','96487-000'
'Pedro Osório','RS','96360-000'
'Pejuçara','RS','98270-000'
'Pelotas','RS','4314407'
'Picada Café','RS','95175-000'
'Pinhal','RS','98345-000'
'Pinhal da Serra','RS','95390-000'
'Pinhal Grande','RS','98150-000'
'Pinheirinho do Vale','RS','98435-000'
'Pinheiro Machado','RS','96470-000'
'Pirapó','RS','97885-000'
'Piratini','RS','96490-000'
'Planalto','RS','98470-000'
'Poço das Antas','RS','95740-000'
'Pontão','RS','99190-000'
'Ponte Preta','RS','99735-000'
'Portão','RS','93180-000'
'Porto Alegre','RS','4314902'
'Porto Lucena','RS','98980-000'
'Porto Mauá','RS','98947-000'
'Porto Vera Cruz','RS','98985-000'
'Porto Xavier','RS','98995-000'
'Pouso Novo','RS','95945-000'
'Presidente Lucena','RS','93945-000'
'Progresso','RS','95925-000'
'Protásio Alves','RS','95345-000'
'Putinga','RS','95975-000'
'Quaraí','RS','97560-000'
'Quatro Irmãos','RS','99720-000'
'Quevedos','RS','98140-000'
'Quinze de Novembro','RS','98230-000'
'Redentora','RS','98550-000'
'Relvado','RS','95965-000'
'Restinga Seca','RS','97200-000'
'Rio dos Índios','RS','99610-000'
'Rio Grande','RS','4315602'
'Rio Pardo','RS','96640-000'
'Riozinho','RS','95695-000'
'Roca Sales','RS','95735-000'
'Rodeio Bonito','RS','98360-000'
'Rolador','RS','97843-000'
'Rolante','RS','95690-000'
'Ronda Alta','RS','99670-000'
'Rondinha','RS','99590-000'
'Roque Gonzales','RS','97970-000'
'Rosário do Sul','RS','97590-000'
'Sagrada Família','RS','98330-000'
'Saldanha Marinho','RS','98250-000'
'Salto do Jacuí','RS','99440-000'
'Salvador das Missões','RS','97940-000'
'Salvador do Sul','RS','95750-000'
'Sananduva','RS','99840-000'
'Santa Bárbara do Sul','RS','98240-000'
'Santa Cecília do Sul','RS','99952-000'
'Santa Clara do Sul','RS','95915-000'
'Santa Cruz do Sul','RS','4316808'
'Santa Maria','RS','4316907'
'Santa Maria do Herval','RS','93995-000'
'Santa Rosa','RS','98900-000'
'Santa Tereza','RS','95715-000'
'Santa Vitória do Palmar','RS','96230-000'
'Santana da Boa Vista','RS','96590-000'
'Santana do Livramento','RS','4317103'
'Santiago','RS','97700-000'
'Santo Ângelo','RS','4317509'
'Santo Antônio da Patrulha','RS','95500-000'
'Santo Antônio das Missões','RS','97870-000'
'Santo Antônio do Palma','RS','99265-000'
'Santo Antônio do Planalto','RS','99525-000'
'Santo Augusto','RS','98590-000'
'Santo Cristo','RS','98960-000'
'Santo Expedito do Sul','RS','99895-000'
'São Borja','RS','97670-000'
'São Domingos do Sul','RS','99270-000'
'São Francisco de Assis','RS','97610-000'
'São Francisco de Paula','RS','95400-000'
'São Gabriel','RS','97300-000'
'São Jerônimo','RS','96700-000'
'São João da Urtiga','RS','99855-000'
'São João do Polêsine','RS','97230-000'
'São Jorge','RS','95365-000'
'São José das Missões','RS','98325-000'
'São José do Herval','RS','99380-000'
'São José do Hortêncio','RS','95755-000'
'São José do Inhacorá','RS','98958-000'
'São José do Norte','RS','96225-000'
'São José do Ouro','RS','99870-000'
'São José dos Ausentes','RS','95280-000'
'São Leopoldo','RS','4318705'
'São Lourenço do Sul','RS','96170-000'
'São Luiz Gonzaga','RS','97800-000'
'São Marcos','RS','95190-000'
'São Martinho','RS','98690-000'
'São Martinho da Serra','RS','97190-000'
'São Miguel das Missões','RS','98865-000'
'São Nicolau','RS','97880-000'
'São Paulo das Missões','RS','97980-000'
'São Pedro das Missões','RS','98323-000'
'São Pedro da Serra','RS','95758-000'
'São Pedro do Butiá','RS','97920-000'
'São Pedro do Sul','RS','97400-000'
'São Sebastião do Caí','RS','95760-000'
'São Sepé','RS','97340-000'
'São Valentim','RS','99640-000'
'São Valentim do Sul','RS','99240-000'
'São Valério do Sul','RS','98595-000'
'São Vendelino','RS','95795-000'
'São Vicente do Sul','RS','97420-000'
'Sapiranga','RS','93800-000'
'Sapucaia do Sul','RS','4320008'
'Sarandi','RS','99560-000'
'Seberi','RS','98380-000'
'Sede Nova','RS','98675-000'
'Segredo','RS','96910-000'
'Selbach','RS','99450-000'
'Senador Salgado Filho','RS','98895-000'
'Sentinela do Sul','RS','96765-000'
'Serafina Corrêa','RS','99250-000'
'Sério','RS','95918-000'
'Sertão','RS','99170-000'
'Sertão Santana','RS','92850-000'
'Sete de Setembro','RS','97960-000'
'Severiano de Almeida','RS','99810-000'
'Silveira Martins','RS','97195-000'
'Sinimbu','RS','96890-000'
'Sobradinho','RS','96900-000'
'Soledade','RS','99300-000'
'Tabaí','RS','95863-000'
'Tapejara','RS','99950-000'
'Tapera','RS','99490-000'
'Tapes','RS','96760-000'
'Taquara','RS','95600-000'
'Taquari','RS','95860-000'
'Taquaruçu do Sul','RS','98410-000'
'Tavares','RS','96290-000'
'Tenente Portela','RS','98500-000'
'Terra de Areia','RS','95535-000'
'Teutônia','RS','95890-000'
'Tiradentes do Sul','RS','98680-000'
'Toropi','RS','97418-000'
'Torres','RS','95560-000'
'Tramandaí','RS','95590-000'
'Travesseiro','RS','95948-000'
'Três Arroios','RS','99725-000'
'Três Cachoeiras','RS','95580-000'
'Três Coroas','RS','95660-000'
'Três de Maio','RS','98910-000'
'Três Forquilhas','RS','95575-000'
'Três Palmeiras','RS','99675-000'
'Três Passos','RS','98600-000'
'Trindade do Sul','RS','99615-000'
'Triunfo','RS','95840-000'
'Tucunduva','RS','98930-000'
'Tunas','RS','99330-000'
'Tupanci do Sul','RS','99878-000'
'Tupanciretã','RS','98170-000'
'Tupandi','RS','95775-000'
'Tuparendi','RS','98940-000'
'Turuçu','RS','96148-000'
'Ubiretama','RS','98898-000'
'União da Serra','RS','99215-000'
'Unistalda','RS','97755-000'
'Uruguaiana','RS','4322400'
'Vacaria','RS','95200-000'
'Vale do Sol','RS','96878-000'
'Vale Real','RS','95778-000'
'Vale Verde','RS','95833-000'
'Vanini','RS','99290-000'
'Venâncio Aires','RS','95800-000'
'Vera Cruz','RS','96880-000'
'Veranópolis','RS','95330-000'
'Vespasiano Correa','RS','95972-000'
'Viadutos','RS','99820-000'
'Viamão','RS','4323002'
'Vicente Dutra','RS','98450-000'
'Victor Graeff','RS','99350-000'
'Vila Flores','RS','95334-000'
'Vila Lângaro','RS','99955-000'
'Vila Maria','RS','99155-000'
'Vila Nova do Sul','RS','97385-000'
'Vista Alegre','RS','98415-000'
'Vista Alegre do Prata','RS','95325-000'
'Vista Gaúcha','RS','98535-000'
'Vitória das Missões','RS','98850-000'
'Xangri-Lá','RS','95588-000'
'Novo Xingu','RS','99687-000'
'Abdon Batista','SC','89636-000'
'Abelardo Luz','SC','89830-000'
'Agrolândia','SC','88420-000'
'Agronômica','SC','89188-000'
'Água Doce','SC','89654-000'
'Águas de Chapecó','SC','89883-000'
'Águas Frias','SC','89843-000'
'Águas Mornas','SC','88150-000'
'Alfredo Wagner','SC','88450-000'
'Alto Bela Vista','SC','89730-000'
'Anchieta','SC','89970-000'
'Angelina','SC','88460-000'
'Anita Garibaldi','SC','88590-000'
'Anitápolis','SC','88475-000'
'Antônio Carlos','SC','88180-000'
'Apiúna','SC','89135-000'
'Arabutã','SC','89740-000'
'Araquari','SC','89245-000'
'Araranguá','SC','88900-000'
'Armazém','SC','88740-000'
'Arroio Trinta','SC','89590-000'
'Arvoredo','SC','89778-000'
'Ascurra','SC','89138-000'
'Atalanta','SC','88410-000'
'Aurora','SC','89186-000'
'Balneário Arroio do Silva','SC','88914-000'
'Balneário Barra do Sul','SC','89247-000'
'Balneário Camboriú','SC','4202008'
'Balneário Gaivota','SC','88955-000'
'Bandeirante','SC','89905-000'
'Barra Bonita','SC','89909-000'
'Barra Velha','SC','88390-000'
'Bela Vista do Toldo','SC','89478-000'
'Belmonte','SC','89925-000'
'Benedito Novo','SC','89124-000'
'Biguaçu','SC','88160-000'
'Blumenau','SC','4202404'
'Bocaína do Sul','SC','88538-000'
'Bom Jardim da Serra','SC','88640-000'
'Bom Jesus','SC','89824-000'
'Bom Jesus do Oeste','SC','89873-000'
'Bom Retiro','SC','88680-000'
'Bombinhas','SC','88215-000'
'Botuverá','SC','88370-000'
'Braço do Norte','SC','88750-000'
'Braço do Trombudo','SC','89178-000'
'Brunópolis','SC','89634-000'
'Brusque','SC','4202909'
'Caçador','SC','89500-000'
'Caibi','SC','89888-000'
'Calmon','SC','89430-000'
'Camboriú','SC','88340-000'
'Campo Alegre','SC','89294-000'
'Campo Belo do Sul','SC','88580-000'
'Campo Erê','SC','89980-000'
'Campos Novos','SC','89620-000'
'Canelinha','SC','88230-000'
'Canoinhas','SC','89460-000'
'Capão Alto','SC','88548-000'
'Capinzal','SC','89665-000'
'Capivari de Baixo','SC','88745-000'
'Catanduvas','SC','89670-000'
'Caxambu do Sul','SC','89880-000'
'Celso Ramos','SC','88598-000'
'Cerro Negro','SC','88585-000'
'Chapadão do Lageado','SC','88407-000'
'Chapecó','SC','4204202'
'Cocal do Sul','SC','88845-000'
'Concórdia','SC','89700-000'
'Cordilheira Alta','SC','89819-000'
'Coronel Freitas','SC','89840-000'
'Coronel Martins','SC','89837-000'
'Correia Pinto','SC','88535-000'
'Corupá','SC','89278-000'
'Criciúma','SC','4204608'
'Cunha Porã','SC','89890-000'
'Cunhataí','SC','89886-000'
'Curitibanos','SC','89520-000'
'Descanso','SC','89910-000'
'Dionísio Cerqueira','SC','89950-000'
'Dona Emma','SC','89155-000'
'Doutor Pedrinho','SC','89126-000'
'Entre Rios','SC','89862-000'
'Ermo','SC','88935-000'
'Erval Velho','SC','89613-000'
'Faxinal dos Guedes','SC','89694-000'
'Flor do Sertão','SC','89878-000'
'Florianópolis','SC','4205407'
'Formosa do Sul','SC','89859-000'
'Forquilhinha','SC','88850-000'
'Fraiburgo','SC','89580-000'
'Frei Rogério','SC','89530-000'
'Galvão','SC','89838-000'
'Garopaba','SC','88495-000'
'Garuva','SC','89248-000'
'Gaspar','SC','89110-000'
'Governador Celso Ramos','SC','88190-000'
'Grão Pará','SC','88890-000'
'Gravatal','SC','88735-000'
'Guabiruba','SC','88360-000'
'Guaraciaba','SC','89920-000'
'Guaramirim','SC','89270-000'
'Guarujá do Sul','SC','89940-000'
'Guatambú','SC','89817-000'
'Herval D\'Oeste','SC','89610-000'
'Ibiam','SC','89652-000'
'Ibicaré','SC','89640-000'
'Ibirama','SC','89140-000'
'Içara','SC','88820-000'
'Ilhota','SC','88320-000'
'Imaruí','SC','88770-000'
'Imbituba','SC','88780-000'
'Imbuia','SC','88440-000'
'Indaial','SC','89130-000'
'Iomerê','SC','89558-000'
'Ipira','SC','89669-000'
'Iporã do Oeste','SC','89899-000'
'Ipuaçu','SC','89832-000'
'Ipumirim','SC','89790-000'
'Iraceminha','SC','89891-000'
'Irani','SC','89680-000'
'Irati','SC','89856-000'
'Irineópolis','SC','89440-000'
'Itá','SC','89760-000'
'Itaiópolis','SC','89340-000'
'Itajaí','SC','4208203'
'Itapema','SC','88220-000'
'Itapiranga','SC','89896-000'
'Itapoá','SC','89249-000'
'Ituporanga','SC','88400-000'
'Jaborá','SC','89677-000'
'Jacinto Machado','SC','88950-000'
'Jaguaruna','SC','88715-000'
'Jaraguá do Sul','SC','4208906'
'Jardinópolis','SC','89848-000'
'Joaçaba','SC','89600-000'
'Joinville','SC','4209102'
'José Boiteux','SC','89145-000'
'Jupiá','SC','89839-000'
'Lacerdópolis','SC','89660-000'
'Lages','SC','4209300'
'Laguna','SC','88790-000'
'Lajeado Grande','SC','89828-000'
'Laurentino','SC','89170-000'
'Lauro Müller','SC','88880-000'
'Lebon Régis','SC','89515-000'
'Leoberto Leal','SC','88445-000'
'Lindóia do Sul','SC','89735-000'
'Lontras','SC','89182-000'
'Luiz Alves','SC','89115-000'
'Luzerna','SC','89609-000'
'Macieira','SC','89518-000'
'Mafra','SC','89300-000'
'Major Gercino','SC','88260-000'
'Major Vieira','SC','89480-000'
'Maracajá','SC','88915-000'
'Maravilha','SC','89874-000'
'Marema','SC','89860-000'
'Massaranduba','SC','89108-000'
'Matos Costa','SC','89420-000'
'Meleiro','SC','88920-000'
'Mirim Doce','SC','89194-000'
'Modelo','SC','89872-000'
'Mondaí','SC','89893-000'
'Monte Carlo','SC','89618-000'
'Monte Castelo','SC','89380-000'
'Morro da Fumaça','SC','88830-000'
'Morro Grande','SC','88925-000'
'Navegantes','SC','88375-000'
'Nova Erechim','SC','89865-000'
'Nova Itaberaba','SC','89818-000'
'Nova Trento','SC','88270-000'
'Nova Veneza','SC','88865-000'
'Novo Horizonte','SC','89998-000'
'Orleans','SC','88870-000'
'Otacílio Costa','SC','88540-000'
'Ouro','SC','89663-000'
'Ouro Verde','SC','89834-000'
'Paial','SC','89765-000'
'Painel','SC','88543-000'
'Palhoça','SC','4211900'
'Palma Sola','SC','89985-000'
'Palmeira','SC','88545-000'
'Palmitos','SC','89887-000'
'Papanduva','SC','89370-000'
'Paraíso','SC','89906-000'
'Passo de Torres','SC','88980-000'
'Passos Maia','SC','89687-000'
'Paulo Lopes','SC','88490-000'
'Pedras Grandes','SC','88720-000'
'Penha','SC','88385-000'
'Peritiba','SC','89750-000'
'Petrolândia','SC','88430-000'
'Balneário Piçarras','SC','88380-000'
'Pinhalzinho','SC','89870-000'
'Pinheiro Preto','SC','89570-000'
'Piratuba','SC','89667-000'
'Planalto Alegre','SC','89882-000'
'Pomerode','SC','89107-000'
'Ponte Alta','SC','88550-000'
'Ponte Alta do Norte','SC','89535-000'
'Ponte Serrada','SC','89683-000'
'Porto Belo','SC','88210-000'
'Porto União','SC','89400-000'
'Pouso Redondo','SC','89172-000'
'Praia Grande','SC','88990-000'
'Presidente Castelo Branco','SC','89745-000'
'Presidente Getúlio','SC','89150-000'
'Presidente Nereu','SC','89184-000'
'Princesa','SC','89935-000'
'Quilombo','SC','89850-000'
'Rancho Queimado','SC','88470-000'
'Rio das Antas','SC','89550-000'
'Rio do Campo','SC','89198-000'
'Rio do Oeste','SC','89180-000'
'Rio do Sul','SC','89160-000'
'Rio dos Cedros','SC','89121-000'
'Rio Fortuna','SC','88760-000'
'Rio Negrinho','SC','89295-000'
'Rio Rufino','SC','88658-000'
'Riqueza','SC','89895-000'
'Rodeio','SC','89136-000'
'Romelândia','SC','89908-000'
'Salete','SC','89196-000'
'Saltinho','SC','89981-000'
'Salto Veloso','SC','89595-000'
'Sangão','SC','88717-000'
'Santa Cecília','SC','89540-000'
'Santa Helena','SC','89915-000'
'Santa Rosa de Lima','SC','88763-000'
'Santa Rosa do Sul','SC','88965-000'
'Santa Terezinha','SC','89199-000'
'Santa Terezinha do Progresso','SC','89983-000'
'Santiago do Sul','SC','89854-000'
'Santo Amaro da Imperatriz','SC','88140-000'
'São Bento do Sul','SC','4215802'
'São Bernardino','SC','89982-000'
'São Bonifácio','SC','88485-000'
'São Carlos','SC','89885-000'
'São Cristóvão do Sul','SC','89533-000'
'São Domingos','SC','89835-000'
'São Francisco do Sul','SC','89240-000'
'São João Batista','SC','88240-000'
'São João do Itaperiú','SC','88395-000'
'São João do Oeste','SC','89897-000'
'São João do Sul','SC','88970-000'
'São Joaquim','SC','88600-000'
'São José','SC','4216602'
'São José do Cedro','SC','89930-000'
'São José do Cerrito','SC','88570-000'
'São Lourenço do Oeste','SC','89990-000'
'São Ludgero','SC','88730-000'
'São Martinho','SC','88765-000'
'São Miguel do Oeste','SC','89900-000'
'São Miguel da Boa Vista','SC','89879-000'
'São Pedro de Alcântara','SC','88125-000'
'Saudades','SC','89868-000'
'Schroeder','SC','89275-000'
'Seara','SC','89770-000'
'Serra Alta','SC','89871-000'
'Siderópolis','SC','88860-000'
'Sombrio','SC','88960-000'
'Sul Brasil','SC','89855-000'
'Taió','SC','89190-000'
'Tangará','SC','89642-000'
'Tigrinhos','SC','89875-000'
'Tijucas','SC','88200-000'
'Timbé do Sul','SC','88940-000'
'Timbó','SC','89120-000'
'Timbó Grande','SC','89545-000'
'Três Barras','SC','89490-000'
'Treviso','SC','88862-000'
'Treze de Maio','SC','88710-000'
'Treze Tílias','SC','89650-000'
'Trombudo Central','SC','89176-000'
'Tubarão','SC','4218707'
'Tunápolis','SC','89898-000'
'Turvo','SC','88930-000'
'União do Oeste','SC','89845-000'
'Urubici','SC','88650-000'
'Urupema','SC','88625-000'
'Urussanga','SC','88840-000'
'Vargeão','SC','89690-000'
'Vargem','SC','89638-000'
'Vargem Bonita','SC','89675-000'
'Vidal Ramos','SC','88443-000'
'Videira','SC','89560-000'
'Vítor Meireles','SC','89148-000'
'Witmarsum','SC','89157-000'
'Xanxerê','SC','89820-000'
'Xavantina','SC','89780-000'
'Xaxim','SC','89825-000'
'Zortéa','SC','89633-000'
'Amparo de São Francisco','SE','49920-000'
'Aquidabã','SE','49790-000'
'Aracaju','SE','2800308'
'Arauá','SE','49220-000'
'Areia Branca','SE','49580-000'
'Barra dos Coqueiros','SE','49140-000'
'Boquim','SE','49360-000'
'Brejo Grande','SE','49995-000'
'Campo do Brito','SE','49520-000'
'Canhoba','SE','49880-000'
'Canindé de São Francisco','SE','49820-000'
'Capela','SE','49700-000'
